path,filename,dialect,speaker,town,passage_id,duration_sec
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_000.wav,elgoibar_egb-057-005_000.wav,western,hizlariak,elgoibar,egb-057-005,1.6
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_001.wav,elgoibar_egb-057-005_001.wav,western,hizlariak,elgoibar,egb-057-005,6.66
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_002.wav,elgoibar_egb-057-005_002.wav,western,hizlariak,elgoibar,egb-057-005,7.84
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_003.wav,elgoibar_egb-057-005_003.wav,western,hizlariak,elgoibar,egb-057-005,4.1
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_004.wav,elgoibar_egb-057-005_004.wav,western,hizlariak,elgoibar,egb-057-005,4.61
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_005.wav,elgoibar_egb-057-005_005.wav,western,hizlariak,elgoibar,egb-057-005,1.41
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_006.wav,elgoibar_egb-057-005_006.wav,western,hizlariak,elgoibar,egb-057-005,8.22
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_007.wav,elgoibar_egb-057-005_007.wav,western,hizlariak,elgoibar,egb-057-005,2.98
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_008.wav,elgoibar_egb-057-005_008.wav,western,hizlariak,elgoibar,egb-057-005,15.0
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_009.wav,elgoibar_egb-057-005_009.wav,western,hizlariak,elgoibar,egb-057-005,4.77
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_010.wav,elgoibar_egb-057-005_010.wav,western,hizlariak,elgoibar,egb-057-005,2.66
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_011.wav,elgoibar_egb-057-005_011.wav,western,hizlariak,elgoibar,egb-057-005,1.28
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_012.wav,elgoibar_egb-057-005_012.wav,western,hizlariak,elgoibar,egb-057-005,4.83
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_013.wav,elgoibar_egb-057-005_013.wav,western,hizlariak,elgoibar,egb-057-005,1.44
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_014.wav,elgoibar_egb-057-005_014.wav,western,hizlariak,elgoibar,egb-057-005,3.33
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_015.wav,elgoibar_egb-057-005_015.wav,western,hizlariak,elgoibar,egb-057-005,5.76
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_016.wav,elgoibar_egb-057-005_016.wav,western,hizlariak,elgoibar,egb-057-005,5.92
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_017.wav,elgoibar_egb-057-005_017.wav,western,hizlariak,elgoibar,egb-057-005,2.62
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_018.wav,elgoibar_egb-057-005_018.wav,western,hizlariak,elgoibar,egb-057-005,1.12
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_019.wav,elgoibar_egb-057-005_019.wav,western,hizlariak,elgoibar,egb-057-005,4.22
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_020.wav,elgoibar_egb-057-005_020.wav,western,hizlariak,elgoibar,egb-057-005,5.89
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_021.wav,elgoibar_egb-057-005_021.wav,western,hizlariak,elgoibar,egb-057-005,2.91
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_022.wav,elgoibar_egb-057-005_022.wav,western,hizlariak,elgoibar,egb-057-005,2.59
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-005_023.wav,elgoibar_egb-057-005_023.wav,western,hizlariak,elgoibar,egb-057-005,3.62
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-035_000.wav,elgoibar_egb-057-035_000.wav,western,hizlariak,elgoibar,egb-057-035,1.02
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-035_001.wav,elgoibar_egb-057-035_001.wav,western,hizlariak,elgoibar,egb-057-035,9.63
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-035_002.wav,elgoibar_egb-057-035_002.wav,western,hizlariak,elgoibar,egb-057-035,5.95
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-035_003.wav,elgoibar_egb-057-035_003.wav,western,hizlariak,elgoibar,egb-057-035,2.37
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-035_004.wav,elgoibar_egb-057-035_004.wav,western,hizlariak,elgoibar,egb-057-035,2.27
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-035_005.wav,elgoibar_egb-057-035_005.wav,western,hizlariak,elgoibar,egb-057-035,4.35
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-035_006.wav,elgoibar_egb-057-035_006.wav,western,hizlariak,elgoibar,egb-057-035,1.18
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-035_007.wav,elgoibar_egb-057-035_007.wav,western,hizlariak,elgoibar,egb-057-035,3.1
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-035_008.wav,elgoibar_egb-057-035_008.wav,western,hizlariak,elgoibar,egb-057-035,2.46
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-035_009.wav,elgoibar_egb-057-035_009.wav,western,hizlariak,elgoibar,egb-057-035,3.04
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-035_010.wav,elgoibar_egb-057-035_010.wav,western,hizlariak,elgoibar,egb-057-035,3.3
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-035_011.wav,elgoibar_egb-057-035_011.wav,western,hizlariak,elgoibar,egb-057-035,7.78
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-035_012.wav,elgoibar_egb-057-035_012.wav,western,hizlariak,elgoibar,egb-057-035,1.18
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-035_013.wav,elgoibar_egb-057-035_013.wav,western,hizlariak,elgoibar,egb-057-035,2.27
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-035_014.wav,elgoibar_egb-057-035_014.wav,western,hizlariak,elgoibar,egb-057-035,1.92
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-035_015.wav,elgoibar_egb-057-035_015.wav,western,hizlariak,elgoibar,egb-057-035,6.91
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-035_016.wav,elgoibar_egb-057-035_016.wav,western,hizlariak,elgoibar,egb-057-035,5.57
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-035_017.wav,elgoibar_egb-057-035_017.wav,western,hizlariak,elgoibar,egb-057-035,2.66
data/processed/speech/ahotsak_subset/segments/elgoibar_egb-057-035_018.wav,elgoibar_egb-057-035_018.wav,western,hizlariak,elgoibar,egb-057-035,3.23
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-002-077_000.wav,lekeitio_lek-002-077_000.wav,western,hizlariak,lekeitio,lek-002-077,15.0
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-002-077_001.wav,lekeitio_lek-002-077_001.wav,western,hizlariak,lekeitio,lek-002-077,4.87
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-002-077_002.wav,lekeitio_lek-002-077_002.wav,western,hizlariak,lekeitio,lek-002-077,15.0
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-002-077_003.wav,lekeitio_lek-002-077_003.wav,western,hizlariak,lekeitio,lek-002-077,15.0
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-002-077_004.wav,lekeitio_lek-002-077_004.wav,western,hizlariak,lekeitio,lek-002-077,15.0
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-002-077_005.wav,lekeitio_lek-002-077_005.wav,western,hizlariak,lekeitio,lek-002-077,15.0
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-002-077_006.wav,lekeitio_lek-002-077_006.wav,western,hizlariak,lekeitio,lek-002-077,9.89
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-002-077_007.wav,lekeitio_lek-002-077_007.wav,western,hizlariak,lekeitio,lek-002-077,6.4
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-002-077_008.wav,lekeitio_lek-002-077_008.wav,western,hizlariak,lekeitio,lek-002-077,9.15
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-048-021_000.wav,lekeitio_lek-048-021_000.wav,western,hizlariak,lekeitio,lek-048-021,8.54
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-048-021_001.wav,lekeitio_lek-048-021_001.wav,western,hizlariak,lekeitio,lek-048-021,14.62
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-048-021_002.wav,lekeitio_lek-048-021_002.wav,western,hizlariak,lekeitio,lek-048-021,1.54
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-048-021_003.wav,lekeitio_lek-048-021_003.wav,western,hizlariak,lekeitio,lek-048-021,9.57
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-048-021_004.wav,lekeitio_lek-048-021_004.wav,western,hizlariak,lekeitio,lek-048-021,11.2
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-048-021_005.wav,lekeitio_lek-048-021_005.wav,western,hizlariak,lekeitio,lek-048-021,2.53
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-048-021_006.wav,lekeitio_lek-048-021_006.wav,western,hizlariak,lekeitio,lek-048-021,13.31
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-048-021_007.wav,lekeitio_lek-048-021_007.wav,western,hizlariak,lekeitio,lek-048-021,5.22
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-048-021_008.wav,lekeitio_lek-048-021_008.wav,western,hizlariak,lekeitio,lek-048-021,2.02
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-048-021_009.wav,lekeitio_lek-048-021_009.wav,western,hizlariak,lekeitio,lek-048-021,15.0
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-048-021_010.wav,lekeitio_lek-048-021_010.wav,western,hizlariak,lekeitio,lek-048-021,4.22
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-048-021_011.wav,lekeitio_lek-048-021_011.wav,western,hizlariak,lekeitio,lek-048-021,3.17
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-048-021_012.wav,lekeitio_lek-048-021_012.wav,western,hizlariak,lekeitio,lek-048-021,2.18
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-048-021_013.wav,lekeitio_lek-048-021_013.wav,western,hizlariak,lekeitio,lek-048-021,4.74
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-048-021_014.wav,lekeitio_lek-048-021_014.wav,western,hizlariak,lekeitio,lek-048-021,11.52
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-048-021_015.wav,lekeitio_lek-048-021_015.wav,western,hizlariak,lekeitio,lek-048-021,2.56
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-048-021_016.wav,lekeitio_lek-048-021_016.wav,western,hizlariak,lekeitio,lek-048-021,4.29
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-048-021_017.wav,lekeitio_lek-048-021_017.wav,western,hizlariak,lekeitio,lek-048-021,3.71
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-048-021_018.wav,lekeitio_lek-048-021_018.wav,western,hizlariak,lekeitio,lek-048-021,7.84
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-048-021_019.wav,lekeitio_lek-048-021_019.wav,western,hizlariak,lekeitio,lek-048-021,3.87
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-048-021_020.wav,lekeitio_lek-048-021_020.wav,western,hizlariak,lekeitio,lek-048-021,6.3
data/processed/speech/ahotsak_subset/segments/lekeitio_lek-048-021_021.wav,lekeitio_lek-048-021_021.wav,western,hizlariak,lekeitio,lek-048-021,2.46
data/processed/speech/ahotsak_subset/segments/donostia_don-010-003_000.wav,donostia_don-010-003_000.wav,central,hizlariak,donostia,don-010-003,9.02
data/processed/speech/ahotsak_subset/segments/donostia_don-010-003_001.wav,donostia_don-010-003_001.wav,central,hizlariak,donostia,don-010-003,2.75
data/processed/speech/ahotsak_subset/segments/donostia_don-010-003_002.wav,donostia_don-010-003_002.wav,central,hizlariak,donostia,don-010-003,2.27
data/processed/speech/ahotsak_subset/segments/donostia_don-010-003_003.wav,donostia_don-010-003_003.wav,central,hizlariak,donostia,don-010-003,9.25
data/processed/speech/ahotsak_subset/segments/donostia_don-010-003_004.wav,donostia_don-010-003_004.wav,central,hizlariak,donostia,don-010-003,2.88
data/processed/speech/ahotsak_subset/segments/donostia_don-010-003_005.wav,donostia_don-010-003_005.wav,central,hizlariak,donostia,don-010-003,4.67
data/processed/speech/ahotsak_subset/segments/donostia_don-010-003_006.wav,donostia_don-010-003_006.wav,central,hizlariak,donostia,don-010-003,4.16
data/processed/speech/ahotsak_subset/segments/donostia_don-010-003_007.wav,donostia_don-010-003_007.wav,central,hizlariak,donostia,don-010-003,15.0
data/processed/speech/ahotsak_subset/segments/donostia_don-010-003_008.wav,donostia_don-010-003_008.wav,central,hizlariak,donostia,don-010-003,15.0
data/processed/speech/ahotsak_subset/segments/donostia_don-010-003_009.wav,donostia_don-010-003_009.wav,central,hizlariak,donostia,don-010-003,2.13
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_000.wav,donostia_don-015-012_000.wav,central,hizlariak,donostia,don-015-012,11.94
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_001.wav,donostia_don-015-012_001.wav,central,hizlariak,donostia,don-015-012,10.24
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_002.wav,donostia_don-015-012_002.wav,central,hizlariak,donostia,don-015-012,11.2
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_003.wav,donostia_don-015-012_003.wav,central,hizlariak,donostia,don-015-012,1.63
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_004.wav,donostia_don-015-012_004.wav,central,hizlariak,donostia,don-015-012,14.91
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_005.wav,donostia_don-015-012_005.wav,central,hizlariak,donostia,don-015-012,2.72
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_006.wav,donostia_don-015-012_006.wav,central,hizlariak,donostia,don-015-012,9.92
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_007.wav,donostia_don-015-012_007.wav,central,hizlariak,donostia,don-015-012,4.26
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_008.wav,donostia_don-015-012_008.wav,central,hizlariak,donostia,don-015-012,1.79
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_009.wav,donostia_don-015-012_009.wav,central,hizlariak,donostia,don-015-012,13.02
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_010.wav,donostia_don-015-012_010.wav,central,hizlariak,donostia,don-015-012,5.34
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_011.wav,donostia_don-015-012_011.wav,central,hizlariak,donostia,don-015-012,1.73
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_012.wav,donostia_don-015-012_012.wav,central,hizlariak,donostia,don-015-012,2.3
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_013.wav,donostia_don-015-012_013.wav,central,hizlariak,donostia,don-015-012,2.59
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_014.wav,donostia_don-015-012_014.wav,central,hizlariak,donostia,don-015-012,1.09
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_015.wav,donostia_don-015-012_015.wav,central,hizlariak,donostia,don-015-012,2.59
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_016.wav,donostia_don-015-012_016.wav,central,hizlariak,donostia,don-015-012,1.79
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_017.wav,donostia_don-015-012_017.wav,central,hizlariak,donostia,don-015-012,5.5
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_018.wav,donostia_don-015-012_018.wav,central,hizlariak,donostia,don-015-012,1.28
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_019.wav,donostia_don-015-012_019.wav,central,hizlariak,donostia,don-015-012,8.77
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_020.wav,donostia_don-015-012_020.wav,central,hizlariak,donostia,don-015-012,1.5
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_021.wav,donostia_don-015-012_021.wav,central,hizlariak,donostia,don-015-012,1.18
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_022.wav,donostia_don-015-012_022.wav,central,hizlariak,donostia,don-015-012,4.42
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_023.wav,donostia_don-015-012_023.wav,central,hizlariak,donostia,don-015-012,2.08
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_024.wav,donostia_don-015-012_024.wav,central,hizlariak,donostia,don-015-012,4.45
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_025.wav,donostia_don-015-012_025.wav,central,hizlariak,donostia,don-015-012,5.7
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_026.wav,donostia_don-015-012_026.wav,central,hizlariak,donostia,don-015-012,1.06
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_027.wav,donostia_don-015-012_027.wav,central,hizlariak,donostia,don-015-012,7.84
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_028.wav,donostia_don-015-012_028.wav,central,hizlariak,donostia,don-015-012,2.37
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_029.wav,donostia_don-015-012_029.wav,central,hizlariak,donostia,don-015-012,9.63
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_030.wav,donostia_don-015-012_030.wav,central,hizlariak,donostia,don-015-012,4.48
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_031.wav,donostia_don-015-012_031.wav,central,hizlariak,donostia,don-015-012,3.46
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_032.wav,donostia_don-015-012_032.wav,central,hizlariak,donostia,don-015-012,15.0
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_033.wav,donostia_don-015-012_033.wav,central,hizlariak,donostia,don-015-012,5.83
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_034.wav,donostia_don-015-012_034.wav,central,hizlariak,donostia,don-015-012,3.97
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_035.wav,donostia_don-015-012_035.wav,central,hizlariak,donostia,don-015-012,12.42
data/processed/speech/ahotsak_subset/segments/donostia_don-015-012_036.wav,donostia_don-015-012_036.wav,central,hizlariak,donostia,don-015-012,1.44
data/processed/speech/ahotsak_subset/segments/donostia_don-015-017_000.wav,donostia_don-015-017_000.wav,central,hizlariak,donostia,don-015-017,5.5
data/processed/speech/ahotsak_subset/segments/donostia_don-015-017_001.wav,donostia_don-015-017_001.wav,central,hizlariak,donostia,don-015-017,2.98
data/processed/speech/ahotsak_subset/segments/donostia_don-015-017_002.wav,donostia_don-015-017_002.wav,central,hizlariak,donostia,don-015-017,1.66
data/processed/speech/ahotsak_subset/segments/donostia_don-015-017_003.wav,donostia_don-015-017_003.wav,central,hizlariak,donostia,don-015-017,1.09
data/processed/speech/ahotsak_subset/segments/donostia_don-015-017_004.wav,donostia_don-015-017_004.wav,central,hizlariak,donostia,don-015-017,7.84
data/processed/speech/ahotsak_subset/segments/donostia_don-015-017_005.wav,donostia_don-015-017_005.wav,central,hizlariak,donostia,don-015-017,1.15
data/processed/speech/ahotsak_subset/segments/donostia_don-015-017_006.wav,donostia_don-015-017_006.wav,central,hizlariak,donostia,don-015-017,2.91
data/processed/speech/ahotsak_subset/segments/donostia_don-015-017_007.wav,donostia_don-015-017_007.wav,central,hizlariak,donostia,don-015-017,1.25
data/processed/speech/ahotsak_subset/segments/donostia_don-015-017_008.wav,donostia_don-015-017_008.wav,central,hizlariak,donostia,don-015-017,2.91
data/processed/speech/ahotsak_subset/segments/donostia_don-015-017_009.wav,donostia_don-015-017_009.wav,central,hizlariak,donostia,don-015-017,6.46
data/processed/speech/ahotsak_subset/segments/donostia_don-015-017_010.wav,donostia_don-015-017_010.wav,central,hizlariak,donostia,don-015-017,10.72
data/processed/speech/ahotsak_subset/segments/donostia_don-015-017_011.wav,donostia_don-015-017_011.wav,central,hizlariak,donostia,don-015-017,2.34
data/processed/speech/ahotsak_subset/segments/donostia_don-015-017_012.wav,donostia_don-015-017_012.wav,central,hizlariak,donostia,don-015-017,15.0
data/processed/speech/ahotsak_subset/segments/donostia_don-015-017_013.wav,donostia_don-015-017_013.wav,central,hizlariak,donostia,don-015-017,6.5
data/processed/speech/ahotsak_subset/segments/donostia_don-015-017_014.wav,donostia_don-015-017_014.wav,central,hizlariak,donostia,don-015-017,9.6
data/processed/speech/ahotsak_subset/segments/donostia_don-015-017_015.wav,donostia_don-015-017_015.wav,central,hizlariak,donostia,don-015-017,7.49
data/processed/speech/ahotsak_subset/segments/donostia_don-015-017_016.wav,donostia_don-015-017_016.wav,central,hizlariak,donostia,don-015-017,1.47
data/processed/speech/ahotsak_subset/segments/donostia_don-021-003_000.wav,donostia_don-021-003_000.wav,central,hizlariak,donostia,don-021-003,2.78
data/processed/speech/ahotsak_subset/segments/donostia_don-021-003_001.wav,donostia_don-021-003_001.wav,central,hizlariak,donostia,don-021-003,1.6
data/processed/speech/ahotsak_subset/segments/donostia_don-021-003_002.wav,donostia_don-021-003_002.wav,central,hizlariak,donostia,don-021-003,11.2
data/processed/speech/ahotsak_subset/segments/donostia_don-021-003_003.wav,donostia_don-021-003_003.wav,central,hizlariak,donostia,don-021-003,5.82
data/processed/speech/ahotsak_subset/segments/donostia_don-021-003_004.wav,donostia_don-021-003_004.wav,central,hizlariak,donostia,don-021-003,10.69
data/processed/speech/ahotsak_subset/segments/donostia_don-021-003_005.wav,donostia_don-021-003_005.wav,central,hizlariak,donostia,don-021-003,4.77
data/processed/speech/ahotsak_subset/segments/donostia_don-021-003_006.wav,donostia_don-021-003_006.wav,central,hizlariak,donostia,don-021-003,7.46
data/processed/speech/ahotsak_subset/segments/donostia_don-021-003_007.wav,donostia_don-021-003_007.wav,central,hizlariak,donostia,don-021-003,4.22
data/processed/speech/ahotsak_subset/segments/donostia_don-021-003_008.wav,donostia_don-021-003_008.wav,central,hizlariak,donostia,don-021-003,3.42
data/processed/speech/ahotsak_subset/segments/donostia_don-021-003_009.wav,donostia_don-021-003_009.wav,central,hizlariak,donostia,don-021-003,1.82
data/processed/speech/ahotsak_subset/segments/donostia_don-021-003_010.wav,donostia_don-021-003_010.wav,central,hizlariak,donostia,don-021-003,15.0
data/processed/speech/ahotsak_subset/segments/donostia_don-021-003_011.wav,donostia_don-021-003_011.wav,central,hizlariak,donostia,don-021-003,1.67
data/processed/speech/ahotsak_subset/segments/donostia_don-021-003_012.wav,donostia_don-021-003_012.wav,central,hizlariak,donostia,don-021-003,10.98
data/processed/speech/ahotsak_subset/segments/donostia_don-021-003_013.wav,donostia_don-021-003_013.wav,central,hizlariak,donostia,don-021-003,11.55
data/processed/speech/ahotsak_subset/segments/donostia_don-021-003_014.wav,donostia_don-021-003_014.wav,central,hizlariak,donostia,don-021-003,1.41
data/processed/speech/ahotsak_subset/segments/donostia_don-021-003_015.wav,donostia_don-021-003_015.wav,central,hizlariak,donostia,don-021-003,2.37
data/processed/speech/ahotsak_subset/segments/donostia_don-040-002_000.wav,donostia_don-040-002_000.wav,central,hizlariak,donostia,don-040-002,1.54
