path,start_sec,end_sec
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0018.wav,144.0,154.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0019.wav,152.0,162.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0020.wav,160.0,170.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0021.wav,168.0,178.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0022.wav,176.0,186.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0023.wav,184.0,194.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0024.wav,192.0,202.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0025.wav,200.0,210.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0026.wav,208.0,218.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0027.wav,216.0,226.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0028.wav,224.0,234.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0029.wav,232.0,242.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0030.wav,240.0,250.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0031.wav,248.0,258.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0032.wav,256.0,266.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0033.wav,264.0,274.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0034.wav,272.0,282.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0035.wav,280.0,290.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0036.wav,288.0,298.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0037.wav,296.0,306.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0038.wav,304.0,314.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0039.wav,312.0,322.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0040.wav,320.0,330.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0041.wav,328.0,338.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0042.wav,336.0,346.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0043.wav,344.0,354.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0044.wav,352.0,362.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0045.wav,360.0,370.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0046.wav,368.0,378.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0047.wav,376.0,386.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0048.wav,384.0,394.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0049.wav,392.0,402.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0050.wav,400.0,410.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0051.wav,408.0,418.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0052.wav,416.0,426.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0053.wav,424.0,434.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0054.wav,432.0,442.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0055.wav,440.0,450.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0056.wav,448.0,458.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0057.wav,456.0,466.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0058.wav,464.0,474.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0059.wav,472.0,482.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0060.wav,480.0,490.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0061.wav,488.0,498.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0062.wav,496.0,506.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0063.wav,504.0,514.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0064.wav,512.0,522.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0065.wav,520.0,530.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0066.wav,528.0,538.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0067.wav,536.0,546.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0068.wav,544.0,554.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0069.wav,552.0,562.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0070.wav,560.0,570.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0071.wav,568.0,578.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0072.wav,576.0,586.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0073.wav,584.0,594.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0074.wav,592.0,602.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0075.wav,600.0,610.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0076.wav,608.0,618.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0077.wav,616.0,626.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0078.wav,624.0,634.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0079.wav,632.0,642.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0080.wav,640.0,650.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0081.wav,648.0,658.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0082.wav,656.0,666.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0083.wav,664.0,674.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0084.wav,672.0,682.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0085.wav,680.0,690.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0086.wav,688.0,698.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0087.wav,696.0,706.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0088.wav,704.0,714.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0089.wav,712.0,722.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0090.wav,720.0,730.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0091.wav,728.0,738.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0092.wav,736.0,746.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0093.wav,744.0,754.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0094.wav,752.0,762.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0095.wav,760.0,770.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0096.wav,768.0,778.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0097.wav,776.0,786.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0098.wav,784.0,794.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0099.wav,792.0,802.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0100.wav,800.0,810.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0101.wav,808.0,818.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0102.wav,816.0,826.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0103.wav,824.0,834.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0104.wav,832.0,842.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0105.wav,840.0,850.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0106.wav,848.0,858.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0107.wav,856.0,866.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0108.wav,864.0,874.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0109.wav,872.0,882.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0110.wav,880.0,890.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0111.wav,888.0,898.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0112.wav,896.0,906.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0113.wav,904.0,914.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0114.wav,912.0,922.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0115.wav,920.0,930.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0116.wav,928.0,938.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0117.wav,936.0,946.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0118.wav,944.0,954.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0119.wav,952.0,962.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0120.wav,960.0,970.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0121.wav,968.0,978.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0122.wav,976.0,986.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0123.wav,984.0,994.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0124.wav,992.0,1002.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0125.wav,1000.0,1010.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0126.wav,1008.0,1018.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0127.wav,1016.0,1026.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0128.wav,1024.0,1034.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0129.wav,1032.0,1042.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0130.wav,1040.0,1050.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0131.wav,1048.0,1058.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0132.wav,1056.0,1066.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0133.wav,1064.0,1074.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0134.wav,1072.0,1082.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0135.wav,1080.0,1090.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0136.wav,1088.0,1098.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0137.wav,1096.0,1106.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0138.wav,1104.0,1114.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0139.wav,1112.0,1122.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0140.wav,1120.0,1130.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0141.wav,1128.0,1138.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0142.wav,1136.0,1146.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0143.wav,1144.0,1154.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0144.wav,1152.0,1162.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0145.wav,1160.0,1170.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0146.wav,1168.0,1178.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0147.wav,1176.0,1186.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0148.wav,1184.0,1194.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0149.wav,1192.0,1202.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0150.wav,1200.0,1210.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0151.wav,1208.0,1218.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0152.wav,1216.0,1226.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0153.wav,1224.0,1234.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0154.wav,1232.0,1242.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0155.wav,1240.0,1250.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0156.wav,1248.0,1258.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0157.wav,1256.0,1266.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0158.wav,1264.0,1274.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0159.wav,1272.0,1282.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0160.wav,1280.0,1290.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0161.wav,1288.0,1298.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0162.wav,1296.0,1306.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0163.wav,1304.0,1314.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0164.wav,1312.0,1322.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0165.wav,1320.0,1330.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0166.wav,1328.0,1338.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0167.wav,1336.0,1346.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0168.wav,1344.0,1354.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0169.wav,1352.0,1362.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0170.wav,1360.0,1370.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0171.wav,1368.0,1378.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0172.wav,1376.0,1386.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0173.wav,1384.0,1394.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0174.wav,1392.0,1402.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0175.wav,1400.0,1410.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0176.wav,1408.0,1418.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0177.wav,1416.0,1426.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0178.wav,1424.0,1434.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0179.wav,1432.0,1442.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0180.wav,1440.0,1450.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0181.wav,1448.0,1458.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0182.wav,1456.0,1466.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0183.wav,1464.0,1474.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0184.wav,1472.0,1482.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0185.wav,1480.0,1490.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0186.wav,1488.0,1498.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0187.wav,1496.0,1506.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0188.wav,1504.0,1514.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0189.wav,1512.0,1522.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0190.wav,1520.0,1530.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0191.wav,1528.0,1538.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0192.wav,1536.0,1546.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0193.wav,1544.0,1554.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0194.wav,1552.0,1562.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0195.wav,1560.0,1570.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0196.wav,1568.0,1578.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0197.wav,1576.0,1586.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0198.wav,1584.0,1594.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0199.wav,1592.0,1602.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0200.wav,1600.0,1610.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0201.wav,1608.0,1618.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0202.wav,1616.0,1626.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0203.wav,1624.0,1634.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0204.wav,1632.0,1642.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0205.wav,1640.0,1650.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0206.wav,1648.0,1658.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0207.wav,1656.0,1666.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0208.wav,1664.0,1674.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0209.wav,1672.0,1682.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0210.wav,1680.0,1690.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0211.wav,1688.0,1698.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0212.wav,1696.0,1706.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0213.wav,1704.0,1714.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0214.wav,1712.0,1722.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0215.wav,1720.0,1730.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0216.wav,1728.0,1738.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0217.wav,1736.0,1746.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0218.wav,1744.0,1754.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0219.wav,1752.0,1762.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0220.wav,1760.0,1770.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0221.wav,1768.0,1778.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0222.wav,1776.0,1786.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0223.wav,1784.0,1794.0
/home/xezpeleta/Dev/itzune/zeineuski/data/processed/speech/external_analysis/segments/segment_0224.wav,1792.0,1800.0
